12	113422731	113428513	.
12	113422731	113429467	.
12	113422731	113429780	.
12	113422731	113429084	.
12	113416325	113428513	.
12	113416325	113429467	.
12	113416325	113429780	.
12	113416325	113429084	.
12	113361233	113428513	.
12	113361233	113429467	.
12	113361233	113429780	.
12	113361233	113429084	.
12	113330524	113428513	.
12	113330524	113429467	.
12	113330524	113429780	.
12	113330524	113429084	.
12	113307934	113428513	.
12	113307934	113429467	.
12	113307934	113429780	.
12	113307934	113429084	.
12	113288933	113428513	.
12	113288933	113429467	.
12	113288933	113429780	.
12	113288933	113429084	.
12	113260237	113428513	.
12	113260237	113429467	.
12	113260237	113429780	.
12	113260237	113429084	.
12	113273249	113428513	.
12	113273249	113429467	.
12	113273249	113429780	.
12	113273249	113429084	.
